calories_burned,distance_km,active_minutes,sleep_hours,heart_rate_avg,workout_type,weather_conditions,location,mood,workout_type_encoded,weather_conditions_encoded,location_encoded,mood_encoded,calories_burned_normalized,distance_km_normalized,active_minutes_normalized,sleep_hours_normalized,heart_rate_avg_normalized
1556.77,13.34,373,8.4,121,Swimming,Fog,Home,Neutral,3,1,1,1,0.022684907,0.667,0.259207783,0.7,0.512605042
3365.54,19.34,1151,4,174,Swimming,Clear,Home,Neutral,3,0,1,1,0.746221849,0.967,0.799861015,0.333333333,0.957983193
1819.03,6.32,312,10.9,174,Swimming,Snow,Gym,Stressed,3,3,0,2,0.127593104,0.316,0.216817234,0.908333333,0.957983193
2408.35,6.57,503,8.8,173,Swimming,Snow,Park,Happy,3,3,2,0,0.363330533,0.3285,0.349548297,0.733333333,0.949579832
3869.95,9.06,851,1.3,163,Swimming,Rain,Home,Stressed,3,2,1,2,0.94799392,0.453,0.591382905,0.108333333,0.865546218
2768.27,14.4,42,0.2,102,Swimming,Fog,Park,Happy,3,1,2,0,0.507304292,0.72,0.029186935,0.016666667,0.352941176
3989.97,2.49,177,2.4,127,Swimming,Fog,Home,Tired,3,1,1,3,0.99600384,0.1245,0.123002085,0.2,0.56302521
2172.02,18.49,1232,3.1,162,Swimming,Rain,Gym,Stressed,3,2,0,2,0.268794752,0.9245,0.856150104,0.258333333,0.857142857
2110.4,10.73,1417,1.5,156,Swimming,Snow,Home,Happy,3,3,1,0,0.244145766,0.5365,0.984711605,0.125,0.806722689
2257.16,15.14,1338,1.2,129,Swimming,Snow,Park,Neutral,3,3,2,1,0.302852114,0.757,0.92981237,0.1,0.579831933
1702.32,13.73,1139,6.2,128,Swimming,Fog,Home,Happy,3,1,1,0,0.080907236,0.6865,0.79152189,0.516666667,0.571428571
3387.65,17.81,797,1.9,140,Swimming,Rain,Home,Tired,3,2,1,3,0.755066203,0.8905,0.553856845,0.158333333,0.672268908
2814.05,15.3,1369,7.6,61,Swimming,Rain,Park,Tired,3,2,2,3,0.525617025,0.765,0.951355108,0.633333333,0.008403361
3139.51,10.1,161,8.6,151,Swimming,Clear,Gym,Neutral,3,0,0,1,0.655806232,0.505,0.111883252,0.716666667,0.764705882
3724.68,12.44,737,9.8,80,Swimming,Rain,Home,Happy,3,2,1,0,0.889883595,0.622,0.512161223,0.816666667,0.168067227
1836.76,1.23,668,10.1,158,Swimming,Rain,Home,Tired,3,2,1,3,0.134685387,0.0615,0.464211258,0.841666667,0.823529412
2674.53,4.01,1310,9.9,110,Swimming,Clear,Gym,Neutral,3,0,0,1,0.469806792,0.2005,0.910354413,0.825,0.420168067
2437.34,18.66,1176,12,140,Swimming,Snow,Home,Stressed,3,3,1,2,0.374926997,0.933,0.81723419,1,0.672268908
2336.48,2.85,1216,9.7,74,Swimming,Snow,Gym,Neutral,3,3,0,1,0.334581383,0.1425,0.845031272,0.808333333,0.117647059
3081.75,11.42,1274,1.5,165,Swimming,Fog,Home,Neutral,3,1,1,1,0.632701308,0.571,0.88533704,0.125,0.882352941
3157.99,10.26,929,3.8,62,Swimming,Rain,Home,Stressed,3,2,1,2,0.663198528,0.513,0.645587213,0.316666667,0.016806723
3875.48,1.48,305,1.6,69,Swimming,Rain,Park,Tired,3,2,2,3,0.950206008,0.074,0.211952745,0.133333333,0.075630252
3966.41,8.73,437,9.6,73,Swimming,Fog,Home,Stressed,3,1,1,2,0.986579463,0.4365,0.303683113,0.8,0.109243697
2383.13,14.52,871,2.4,145,Swimming,Fog,Gym,Neutral,3,1,0,1,0.35324213,0.726,0.605281445,0.2,0.714285714
1893.97,18.55,1177,3.4,158,Swimming,Fog,Gym,Neutral,3,1,0,1,0.157570303,0.9275,0.817929117,0.283333333,0.823529412
2579.1,13.69,598,9.7,140,Swimming,Snow,Gym,Neutral,3,3,0,1,0.431633265,0.6845,0.415566366,0.808333333,0.672268908
3684.35,5.45,370,4.5,97,Swimming,Snow,Home,Tired,3,3,1,3,0.87375095,0.2725,0.257123002,0.375,0.31092437
3684.81,2.34,471,10.2,161,Swimming,Rain,Park,Happy,3,2,2,0,0.873934957,0.117,0.327310632,0.85,0.848739496
3594.83,2.37,1397,1,96,Swimming,Clear,Park,Happy,3,0,2,0,0.837941518,0.1185,0.970813065,0.083333333,0.302521008
2776.43,15.81,1057,1.5,115,Swimming,Clear,Gym,Happy,3,0,0,0,0.510568423,0.7905,0.734537874,0.125,0.462184874
3297.83,4.65,1424,11,137,Swimming,Clear,Gym,Stressed,3,0,0,2,0.719136765,0.2325,0.989576095,0.916666667,0.647058824
2858.29,9.36,546,8.7,106,Swimming,Rain,Home,Tired,3,2,1,3,0.543313733,0.468,0.37943016,0.725,0.386554622
3818.38,1.25,933,0.8,109,Swimming,Clear,Gym,Tired,3,0,0,3,0.927365095,0.0625,0.648366921,0.066666667,0.411764706
2980.11,11.45,907,4.6,126,Swimming,Clear,Gym,Happy,3,0,0,0,0.592043682,0.5725,0.630298819,0.383333333,0.554621849
3106.83,8.94,128,9.2,99,Swimming,Rain,Gym,Happy,3,2,0,0,0.642733709,0.447,0.08895066,0.766666667,0.327731092
1994.03,1.98,108,11.8,134,Swimming,Clear,Gym,Neutral,3,0,0,1,0.197595904,0.099,0.07505212,0.983333333,0.621848739
2725.53,5.32,276,3.6,105,Swimming,Rain,Park,Happy,3,2,2,0,0.490207608,0.266,0.191799861,0.3,0.378151261
2691.19,7.33,417,9.7,142,Swimming,Rain,Home,Neutral,3,2,1,1,0.476471059,0.3665,0.289784573,0.808333333,0.68907563
2386.08,13.27,1063,3.5,95,Swimming,Fog,Home,Happy,3,1,1,0,0.354422177,0.6635,0.738707436,0.291666667,0.294117647
3553.08,2.51,247,1.7,168,Swimming,Rain,Home,Stressed,3,2,1,2,0.82124085,0.1255,0.171646977,0.141666667,0.907563025
3311.35,14.36,764,0.9,146,Swimming,Snow,Gym,Neutral,3,3,0,1,0.724544982,0.718,0.530924253,0.075,0.722689076
3627.16,14.22,1261,0.3,152,Swimming,Clear,Home,Neutral,3,0,1,1,0.850874035,0.711,0.876302988,0.025,0.773109244
2559.29,8.94,132,8.1,106,Swimming,Rain,Home,Stressed,3,2,1,2,0.423708948,0.447,0.091730368,0.675,0.386554622
1916.41,2.01,1305,6.9,141,Swimming,Snow,Park,Happy,3,3,2,0,0.166546662,0.1005,0.906879778,0.575,0.680672269
1788.52,3.93,255,8.4,128,Swimming,Rain,Park,Happy,3,2,2,0,0.115388616,0.1965,0.177206393,0.7,0.571428571
3025.18,3.79,899,4,93,Swimming,Snow,Home,Stressed,3,3,1,2,0.610072403,0.1895,0.624739402,0.333333333,0.277310924
3668.79,3.99,768,3.5,120,Swimming,Fog,Gym,Stressed,3,1,0,2,0.867526701,0.1995,0.533703961,0.291666667,0.504201681
3007.9,18.16,1356,9.5,106,Swimming,Snow,Gym,Tired,3,3,0,3,0.603160126,0.908,0.942321056,0.791666667,0.386554622
3177.11,0.63,787,5.5,74,Swimming,Rain,Gym,Happy,3,2,0,0,0.670846834,0.0315,0.546907575,0.458333333,0.117647059
3789.39,14.6,729,4.2,96,Swimming,Snow,Park,Neutral,3,3,2,1,0.915768631,0.73,0.506601807,0.35,0.302521008
3395.57,8.42,1101,11.8,147,Swimming,Fog,Gym,Neutral,3,1,0,1,0.758234329,0.421,0.765114663,0.983333333,0.731092437
1985.99,0.23,1185,2.9,80,Swimming,Rain,Home,Neutral,3,2,1,1,0.194379775,0.0115,0.823488534,0.241666667,0.168067227
1844.9,10.94,308,7.2,133,Swimming,Clear,Home,Neutral,3,0,1,1,0.137941518,0.547,0.214037526,0.6,0.613445378
2813.11,4.46,989,5.7,146,Swimming,Clear,Park,Stressed,3,0,2,2,0.52524101,0.223,0.687282835,0.475,0.722689076
3618.85,4.28,1114,7.2,137,Swimming,Clear,Park,Neutral,3,0,2,1,0.847549902,0.214,0.774148714,0.6,0.647058824
2204.27,4.75,254,0.4,63,Swimming,Snow,Gym,Neutral,3,3,0,1,0.281695268,0.2375,0.176511466,0.033333333,0.025210084
1754.11,14.76,476,9.2,161,Swimming,Rain,Gym,Neutral,3,2,0,1,0.101624065,0.738,0.330785268,0.766666667,0.848739496
2710.89,0.55,329,0.7,133,Swimming,Fog,Home,Tired,3,1,1,3,0.484351374,0.0275,0.228630994,0.058333333,0.613445378
2902.46,11.15,573,7.8,178,Swimming,Rain,Home,Tired,3,2,1,3,0.560982439,0.5575,0.39819319,0.65,0.991596639
2776.84,3.12,318,4.5,122,Swimming,Rain,Gym,Happy,3,2,0,0,0.510732429,0.156,0.220986796,0.375,0.521008403
1604.58,15.59,1432,0.8,166,Swimming,Rain,Park,Happy,3,2,2,0,0.041809672,0.7795,0.995135511,0.066666667,0.890756303
1516.24,4.25,830,10.4,73,Swimming,Snow,Home,Neutral,3,3,1,1,0.006472259,0.2125,0.576789437,0.866666667,0.109243697
1848.8,11.87,172,2.1,86,Swimming,Rain,Park,Happy,3,2,2,0,0.13950158,0.5935,0.11952745,0.175,0.218487395
3879.33,9.11,467,8.5,110,Swimming,Rain,Gym,Happy,3,2,0,0,0.95174607,0.4555,0.324530924,0.708333333,0.420168067
2980.54,14.91,1437,0.1,106,Swimming,Snow,Park,Stressed,3,3,2,2,0.592215689,0.7455,0.998610146,0.008333333,0.386554622
3877.06,6.81,320,6.9,89,Swimming,Snow,Park,Tired,3,3,2,3,0.950838034,0.3405,0.22237665,0.575,0.243697479
2596.97,12.5,446,9.5,101,Swimming,Snow,Park,Neutral,3,3,2,1,0.438781551,0.625,0.309937457,0.791666667,0.344537815
2918.61,3.32,1431,10.5,155,Swimming,Snow,Home,Stressed,3,3,1,2,0.567442698,0.166,0.994440584,0.875,0.798319328
1537.77,8.58,1056,7.6,73,Swimming,Rain,Park,Tired,3,2,2,3,0.015084603,0.429,0.733842946,0.633333333,0.109243697
3886.23,10.64,1344,0.9,135,Swimming,Rain,Home,Tired,3,2,1,3,0.95450618,0.532,0.933981932,0.075,0.630252101
1634.93,17.79,1275,7.2,159,Swimming,Fog,Park,Neutral,3,1,2,1,0.053950158,0.8895,0.886031967,0.6,0.831932773
3331.6,14.21,1076,9.5,104,Swimming,Clear,Gym,Tired,3,0,0,3,0.732645306,0.7105,0.747741487,0.791666667,0.369747899
3050.45,15.87,722,0.6,123,Swimming,Fog,Park,Neutral,3,1,2,1,0.620180807,0.7935,0.501737318,0.05,0.529411765
2459.96,1.19,120,3.5,91,Swimming,Fog,Home,Tired,3,1,1,3,0.383975359,0.0595,0.083391244,0.291666667,0.260504202
3917.33,15.01,856,6.2,122,Swimming,Snow,Home,Stressed,3,3,1,2,0.966946678,0.7505,0.59485754,0.516666667,0.521008403
1932.64,13.18,22,8,106,Swimming,Snow,Home,Tired,3,3,1,3,0.173038922,0.659,0.015288395,0.666666667,0.386554622
3138.77,13.59,564,7.3,177,Swimming,Rain,Park,Tired,3,2,2,3,0.65551022,0.6795,0.391938846,0.608333333,0.983193277
2860.55,6.31,1379,10,66,Swimming,Snow,Gym,Tired,3,3,0,3,0.544217769,0.3155,0.958304378,0.833333333,0.050420168
3810.1,9.81,1362,6.5,146,Swimming,Fog,Gym,Neutral,3,1,0,1,0.924052962,0.4905,0.946490618,0.541666667,0.722689076
2271.61,5.15,998,9.7,150,Swimming,Snow,Park,Neutral,3,3,2,1,0.308632345,0.2575,0.693537179,0.808333333,0.756302521
3339.54,11.46,513,5,103,Swimming,Fog,Park,Happy,3,1,2,0,0.735821433,0.573,0.356497568,0.416666667,0.361344538
2091.64,6.73,1417,5.7,163,Swimming,Fog,Gym,Happy,3,1,0,0,0.236641466,0.3365,0.984711605,0.475,0.865546218
2007.32,8.93,956,3.8,155,Swimming,Clear,Home,Tired,3,0,1,3,0.202912116,0.4465,0.664350243,0.316666667,0.798319328
2042.6,1.28,785,12,62,Swimming,Clear,Park,Happy,3,0,2,0,0.217024681,0.064,0.545517721,1,0.016806723
3450.12,3.35,1018,1.5,164,Swimming,Clear,Gym,Happy,3,0,0,0,0.780055202,0.1675,0.707435719,0.125,0.87394958
2272.49,16.97,89,6.3,66,Swimming,Snow,Home,Stressed,3,3,1,2,0.308984359,0.8485,0.061848506,0.525,0.050420168
2819.96,18.87,1323,9.2,93,Swimming,Rain,Gym,Happy,3,2,0,0,0.527981119,0.9435,0.919388464,0.766666667,0.277310924
3836.58,1.4,34,5.4,120,Swimming,Rain,Home,Happy,3,2,1,0,0.934645386,0.07,0.023627519,0.45,0.504201681
2152.15,17.64,982,7.3,115,Swimming,Fog,Home,Tired,3,1,1,3,0.260846434,0.882,0.682418346,0.608333333,0.462184874
2640.79,16.23,1297,2.8,109,Swimming,Clear,Home,Happy,3,0,1,0,0.456310252,0.8115,0.901320361,0.233333333,0.411764706
2568.57,18.65,15,4.8,133,Swimming,Fog,Home,Happy,3,1,1,0,0.427421097,0.9325,0.010423905,0.4,0.613445378
2427.18,5.13,255,2.6,159,Swimming,Snow,Home,Happy,3,3,1,0,0.370862835,0.2565,0.177206393,0.216666667,0.831932773
3437.96,12.09,1338,11.2,88,Swimming,Fog,Gym,Tired,3,1,0,3,0.775191008,0.6045,0.92981237,0.933333333,0.235294118
2569.86,12.68,266,6.5,139,Swimming,Clear,Park,Happy,3,0,2,0,0.427937117,0.634,0.184850591,0.541666667,0.663865546
3412.98,4.81,52,4.8,169,Swimming,Rain,Gym,Tired,3,2,0,3,0.765198608,0.2405,0.036136206,0.4,0.915966387
2492.77,18.45,172,4.8,69,Swimming,Snow,Gym,Tired,3,3,0,3,0.397099884,0.9225,0.11952745,0.4,0.075630252
1668.81,5.73,772,4.7,76,Swimming,Clear,Gym,Stressed,3,0,0,2,0.0675027,0.2865,0.536483669,0.391666667,0.134453782
2966.3,17.81,469,0.8,150,Swimming,Clear,Park,Happy,3,0,2,0,0.586519461,0.8905,0.325920778,0.066666667,0.756302521
2733.59,2.49,1269,9.2,102,Swimming,Fog,Home,Tired,3,1,1,3,0.493431737,0.1245,0.881862404,0.766666667,0.352941176
3063.42,16.36,683,8.6,171,Swimming,Clear,Home,Stressed,3,0,1,2,0.625369015,0.818,0.474635163,0.716666667,0.932773109
1776.7,16.6,149,6.7,67,Swimming,Fog,Park,Neutral,3,1,2,1,0.110660426,0.83,0.103544128,0.558333333,0.058823529
3238.56,16.98,318,8.5,136,Swimming,Rain,Park,Tired,3,2,2,3,0.695427817,0.849,0.220986796,0.708333333,0.638655462
3625.21,6.42,957,11.7,64,Swimming,Rain,Park,Stressed,3,2,2,2,0.850094004,0.321,0.66504517,0.975,0.033613445
2747.56,19.38,411,11.1,179,Swimming,Rain,Home,Neutral,3,2,1,1,0.499019961,0.969,0.28561501,0.925,1
2418.99,10.76,952,0.4,101,Swimming,Fog,Gym,Tired,3,1,0,3,0.367586703,0.538,0.661570535,0.033333333,0.344537815
2249.4,12.23,174,4.5,150,Swimming,Rain,Home,Tired,3,2,1,3,0.29974799,0.6115,0.120917304,0.375,0.756302521
1788.52,14.33,623,8.9,114,Swimming,Clear,Gym,Neutral,3,0,0,1,0.115388616,0.7165,0.432939541,0.741666667,0.453781513
3045.14,8.47,31,7.8,139,Swimming,Rain,Park,Neutral,3,2,2,1,0.618056722,0.4235,0.021542738,0.65,0.663865546
3396.84,16.31,1322,1,134,Swimming,Fog,Park,Tired,3,1,2,3,0.75874235,0.8155,0.918693537,0.083333333,0.621848739
2625.64,16.17,1042,6.2,119,Swimming,Clear,Park,Neutral,3,0,2,1,0.45025001,0.8085,0.724113968,0.516666667,0.495798319
2913.39,2.76,1318,9.2,125,Swimming,Rain,Park,Neutral,3,2,2,1,0.565354614,0.138,0.915913829,0.766666667,0.546218487
1847.88,2.69,1324,2.3,143,Swimming,Clear,Home,Stressed,3,0,1,2,0.139133565,0.1345,0.920083391,0.191666667,0.697478992
3035.1,14.48,1103,3.1,112,Swimming,Fog,Home,Stressed,3,1,1,2,0.614040562,0.724,0.766504517,0.258333333,0.43697479
2416.66,6.89,147,5,105,Swimming,Clear,Park,Happy,3,0,2,0,0.366654666,0.3445,0.102154274,0.416666667,0.378151261
3120.1,0.09,1265,6.7,131,Swimming,Clear,Home,Tired,3,0,1,3,0.648041922,0.0045,0.879082696,0.558333333,0.596638655
3469.43,4.78,223,1.7,76,Swimming,Rain,Park,Tired,3,2,2,3,0.787779511,0.239,0.154968728,0.141666667,0.134453782
3900.05,9.63,6,1.8,116,Swimming,Clear,Gym,Tired,3,0,0,3,0.960034401,0.4815,0.004169562,0.15,0.470588235
2880.54,7.57,881,9.3,73,Swimming,Rain,Park,Stressed,3,2,2,2,0.552214089,0.3785,0.612230716,0.775,0.109243697
3530.23,8.96,864,7.3,74,Swimming,Clear,Park,Happy,3,0,2,0,0.812100484,0.448,0.600416956,0.608333333,0.117647059
2935.25,5.53,105,4.2,111,Swimming,Snow,Gym,Happy,3,3,0,0,0.574098964,0.2765,0.072967338,0.35,0.428571429
2877.83,13.76,503,5.6,136,Swimming,Rain,Park,Stressed,3,2,2,2,0.551130045,0.688,0.349548297,0.466666667,0.638655462
3438.55,6.51,529,11.8,139,Swimming,Clear,Home,Neutral,3,0,1,1,0.775427017,0.3255,0.3676164,0.983333333,0.663865546
2497.54,0.68,831,10.1,130,Swimming,Clear,Park,Happy,3,0,2,0,0.39900796,0.034,0.577484364,0.841666667,0.588235294
3826.27,15.38,591,5.6,130,Swimming,Fog,Home,Tired,3,1,1,3,0.930521221,0.769,0.410701876,0.466666667,0.588235294
2653.81,7.49,1172,3.2,172,Swimming,Rain,Park,Neutral,3,2,2,1,0.461518461,0.3745,0.814454482,0.266666667,0.941176471
2803.78,0.97,1009,10,166,Swimming,Clear,Home,Tired,3,0,1,3,0.52150886,0.0485,0.701181376,0.833333333,0.890756303
3177.01,3.55,647,11.7,166,Swimming,Rain,Home,Stressed,3,2,1,2,0.670806832,0.1775,0.44961779,0.975,0.890756303
1827.56,7.08,1205,7.5,113,Swimming,Fog,Gym,Tired,3,1,0,3,0.13100524,0.354,0.837387074,0.625,0.445378151
3859.05,2.06,710,0.5,175,Swimming,Snow,Gym,Happy,3,3,0,0,0.943633745,0.103,0.493398193,0.041666667,0.966386555
1821.17,1.33,1246,3.9,102,Swimming,Fog,Gym,Neutral,3,1,0,1,0.128449138,0.0665,0.865879083,0.325,0.352941176
3056.97,9.85,252,4.7,170,Swimming,Snow,Park,Stressed,3,3,2,2,0.622788912,0.4925,0.175121612,0.391666667,0.924369748
3573.66,1.17,1240,2.2,133,Swimming,Rain,Park,Stressed,3,2,2,2,0.829473179,0.0585,0.861709521,0.183333333,0.613445378
2520.42,10.2,1083,10.9,88,Swimming,Snow,Home,Tired,3,3,1,3,0.408160326,0.51,0.752605976,0.908333333,0.235294118
2667.26,9.98,423,0.8,176,Swimming,Clear,Gym,Tired,3,0,0,3,0.466898676,0.499,0.293954135,0.066666667,0.974789916
2302.96,5.89,272,2.9,122,Swimming,Rain,Home,Happy,3,2,1,0,0.321172847,0.2945,0.189020153,0.241666667,0.521008403
2073.66,4.11,259,4.7,139,Swimming,Rain,Gym,Neutral,3,2,0,1,0.229449178,0.2055,0.179986101,0.391666667,0.663865546
3969.44,11.47,1198,6.9,64,Swimming,Snow,Gym,Neutral,3,3,0,1,0.987791512,0.5735,0.832522585,0.575,0.033613445
3193.38,14.17,708,2.7,84,Swimming,Fog,Home,Stressed,3,1,1,2,0.677355094,0.7085,0.492008339,0.225,0.201680672
3724.19,6.82,1162,9,166,Swimming,Clear,Park,Neutral,3,0,2,1,0.889687588,0.341,0.807505212,0.75,0.890756303
3186.67,11.25,1334,10.4,124,Swimming,Fog,Park,Stressed,3,1,2,2,0.674670987,0.5625,0.927032662,0.866666667,0.537815126
2762.35,16.92,1416,4,157,Swimming,Snow,Home,Neutral,3,3,1,1,0.504936197,0.846,0.984016678,0.333333333,0.81512605
2412.76,19.28,759,9.8,99,Swimming,Clear,Park,Neutral,3,0,2,1,0.365094604,0.964,0.527449618,0.816666667,0.327731092
1892.47,3.14,119,2.9,84,Swimming,Snow,Home,Happy,3,3,1,0,0.156970279,0.157,0.082696317,0.241666667,0.201680672
2759.31,19.76,276,11.8,74,Swimming,Snow,Gym,Tired,3,3,0,3,0.503720149,0.988,0.191799861,0.983333333,0.117647059
3011.19,9.86,1271,9.1,177,Swimming,Rain,Gym,Tired,3,2,0,3,0.604476179,0.493,0.883252259,0.758333333,0.983193277
1582.1,9.79,1350,11.3,169,Swimming,Snow,Gym,Neutral,3,3,0,1,0.032817313,0.4895,0.938151494,0.941666667,0.915966387
3695.99,0.74,115,10.9,153,Swimming,Fog,Gym,Happy,3,1,0,0,0.878407136,0.037,0.079916609,0.908333333,0.781512605
1846.48,17.7,771,11.3,77,Swimming,Fog,Gym,Stressed,3,1,0,2,0.138573543,0.885,0.535788742,0.941666667,0.142857143
3414.43,8.64,1161,4,74,Swimming,Rain,Park,Stressed,3,2,2,2,0.765778631,0.432,0.806810285,0.333333333,0.117647059
2113.07,11.67,299,8,80,Swimming,Clear,Gym,Stressed,3,0,0,2,0.245213809,0.5835,0.207783183,0.666666667,0.168067227
3896.71,10.01,672,2.2,155,Swimming,Fog,Home,Stressed,3,1,1,2,0.958698348,0.5005,0.466990966,0.183333333,0.798319328
2686.99,18.58,803,11,140,Swimming,Snow,Park,Neutral,3,3,2,1,0.474790992,0.929,0.558026407,0.916666667,0.672268908
2081.49,9.47,1131,1.3,160,Swimming,Rain,Gym,Happy,3,2,0,0,0.232581303,0.4735,0.785962474,0.108333333,0.840336134
3814.38,17.87,1435,11.8,155,Swimming,Snow,Home,Happy,3,3,1,0,0.925765031,0.8935,0.997220292,0.983333333,0.798319328
3966.38,1.71,832,7.1,123,Swimming,Fog,Park,Tired,3,1,2,3,0.986567463,0.0855,0.578179291,0.591666667,0.529411765
1513.55,12.79,254,4.4,106,Swimming,Fog,Gym,Stressed,3,1,0,2,0.005396216,0.6395,0.176511466,0.366666667,0.386554622
2816.47,17.22,852,5.2,83,Swimming,Clear,Park,Happy,3,0,2,0,0.526585063,0.861,0.592077832,0.433333333,0.193277311
3166.51,16.49,428,4.2,109,Swimming,Clear,Gym,Neutral,3,0,0,1,0.666606664,0.8245,0.29742877,0.35,0.411764706
2655,0.21,1037,6.8,148,Swimming,Fog,Home,Neutral,3,1,1,1,0.46199448,0.0105,0.720639333,0.566666667,0.739495798
3211.53,2.58,902,7.3,103,Swimming,Snow,Gym,Stressed,3,3,0,2,0.684615385,0.129,0.626824183,0.608333333,0.361344538
2001.96,5.24,1240,2.4,95,Swimming,Rain,Park,Tired,3,2,2,3,0.200768031,0.262,0.861709521,0.2,0.294117647
3719.08,3.37,1055,3.2,147,Swimming,Snow,Home,Tired,3,3,1,3,0.887643506,0.1685,0.733148019,0.266666667,0.731092437
1855.44,1.53,9,10,90,Swimming,Fog,Home,Tired,3,1,1,3,0.142157686,0.0765,0.006254343,0.833333333,0.25210084
1597.74,12.24,865,11.1,162,Swimming,Rain,Park,Tired,3,2,2,3,0.039073563,0.612,0.601111883,0.925,0.857142857
3955.76,14.74,375,5.1,83,Swimming,Clear,Home,Neutral,3,0,1,1,0.982319293,0.737,0.260597637,0.425,0.193277311
3191.36,12.72,472,0.3,99,Swimming,Clear,Home,Stressed,3,0,1,2,0.676547062,0.636,0.328005559,0.025,0.327731092
2101.58,19.16,693,8.3,90,Swimming,Fog,Gym,Happy,3,1,0,0,0.240617625,0.958,0.481584434,0.691666667,0.25210084
2267.03,12.9,926,2,98,Swimming,Rain,Park,Stressed,3,2,2,2,0.306800272,0.645,0.643502432,0.166666667,0.319327731
1551.29,3.96,1435,0.1,122,Swimming,Fog,Gym,Stressed,3,1,0,2,0.02049282,0.198,0.997220292,0.008333333,0.521008403
3182.3,12.41,861,10.7,68,Swimming,Snow,Park,Happy,3,3,2,0,0.672922917,0.6205,0.598332175,0.891666667,0.067226891
3596.06,4.93,1290,6.6,119,Swimming,Rain,Home,Stressed,3,2,1,2,0.838433537,0.2465,0.896455872,0.55,0.495798319
2595.87,15.96,539,7.8,111,Swimming,Clear,Gym,Happy,3,0,0,0,0.438341534,0.798,0.374565671,0.65,0.428571429
3025.71,11.06,1026,2.8,72,Swimming,Snow,Home,Tired,3,3,1,3,0.610284411,0.553,0.712995136,0.233333333,0.100840336
3067.01,6.94,787,0.7,117,Swimming,Snow,Gym,Neutral,3,3,0,1,0.626805072,0.347,0.546907575,0.058333333,0.478991597
2029.16,15.46,157,0.1,146,Swimming,Snow,Home,Stressed,3,3,1,2,0.211648466,0.773,0.109103544,0.008333333,0.722689076
1560.2,7.52,244,5.2,139,Swimming,Fog,Park,Neutral,3,1,2,1,0.024056962,0.376,0.169562196,0.433333333,0.663865546
3301.74,3.49,1427,3.1,122,Swimming,Rain,Park,Stressed,3,2,2,2,0.720700828,0.1745,0.991660876,0.258333333,0.521008403
1926.92,2.73,77,6.7,72,Swimming,Fog,Park,Happy,3,1,2,0,0.17075083,0.1365,0.053509382,0.558333333,0.100840336
2384.52,0.25,466,1.7,141,Swimming,Rain,Park,Stressed,3,2,2,2,0.353798152,0.0125,0.323835997,0.141666667,0.680672269
2912.44,8.65,1003,0.2,102,Swimming,Clear,Home,Neutral,3,0,1,1,0.564974599,0.4325,0.697011814,0.016666667,0.352941176
3866.63,0.82,837,1.1,171,Swimming,Clear,Home,Neutral,3,0,1,1,0.946665867,0.041,0.581653926,0.091666667,0.932773109
3379.07,6.24,1217,2.4,132,Swimming,Rain,Gym,Stressed,3,2,0,2,0.751634065,0.312,0.845726199,0.2,0.605042017
2535.27,15.18,943,8.1,133,Swimming,Fog,Park,Tired,3,1,2,3,0.414100564,0.759,0.655316192,0.675,0.613445378
2750.83,14.94,405,3.3,127,Swimming,Rain,Home,Neutral,3,2,1,1,0.500328013,0.747,0.281445448,0.275,0.56302521
3898.15,11.98,774,1.3,115,Swimming,Rain,Park,Neutral,3,2,2,1,0.959274371,0.599,0.537873523,0.108333333,0.462184874
3721.12,5.84,1197,2.1,175,Swimming,Rain,Gym,Stressed,3,2,0,2,0.888459538,0.292,0.831827658,0.175,0.966386555
2689.92,2.05,1138,4.4,144,Swimming,Fog,Home,Tired,3,1,1,3,0.475963039,0.1025,0.790826963,0.366666667,0.705882353
3574.79,17.97,1392,2.5,142,Swimming,Rain,Home,Neutral,3,2,1,1,0.829925197,0.8985,0.967338429,0.208333333,0.68907563
3321.3,18.11,1026,0.2,108,Swimming,Fog,Gym,Neutral,3,1,0,1,0.728525141,0.9055,0.712995136,0.016666667,0.403361345
2814.34,9.51,1201,0.8,104,Swimming,Clear,Gym,Tired,3,0,0,3,0.525733029,0.4755,0.834607366,0.066666667,0.369747899
1646.54,13.89,585,0.2,92,Swimming,Fog,Gym,Happy,3,1,0,0,0.058594344,0.6945,0.406532314,0.016666667,0.268907563
1726.03,10.58,195,8.8,152,Swimming,Fog,Park,Stressed,3,1,2,2,0.090391616,0.529,0.135510771,0.733333333,0.773109244
3460.19,4.34,674,2.1,102,Swimming,Clear,Park,Tired,3,0,2,3,0.784083363,0.217,0.46838082,0.175,0.352941176
3744.54,2.24,624,11.4,141,Swimming,Rain,Park,Stressed,3,2,2,2,0.897827913,0.112,0.433634468,0.95,0.680672269
2361.11,0.16,1241,11.3,60,Swimming,Snow,Home,Neutral,3,3,1,1,0.344433777,0.008,0.862404448,0.941666667,0
3729.37,1.57,1108,11.6,130,Swimming,Snow,Home,Tired,3,3,1,3,0.89175967,0.0785,0.769979152,0.966666667,0.588235294
3013.74,7.71,359,0.9,101,Swimming,Snow,Gym,Tired,3,3,0,3,0.60549622,0.3855,0.249478805,0.075,0.344537815
2037.85,13.23,167,0.3,144,Swimming,Snow,Gym,Neutral,3,3,0,1,0.215124605,0.6615,0.116052814,0.025,0.705882353
